key-for-ranking,PCTFLOAN,PCIP16,PPTUG_EF,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,SATMTMID,SATVRMID,SATWRMID,UGDS,DEBT_EARNINGS_RATIO
103945,0.8540000000000001,0.0,0.0,0.2277,0.0198,0.0792,0.0,,,,101.0,132
231697,0.0697,0.0,0.6176,0.6848,0.2151,0.0328,0.0131,,,,2589.0,23
363916,0.3498,0.0,0.25,0.0,0.0,1.0,0.0,,,,344.0,60
194499,0.8006,0.0,0.0,0.1222,0.3174,0.3343,0.1166,,,,712.0,91
430227,0.7608,0.0,0.313,0.3282,0.5496,0.0076,0.0076,,,,131.0,73
23368404,,,,,,,,,,,,103
154022,0.652,0.004,0.0001,0.4386,0.3626,0.1132,0.0138,,,,35252.0,117
184694,0.6784,0.0022,0.0354,0.5634,0.1067,0.1708,0.0475,520.0,510.0,,2483.0,65
250285,0.6813,0.0,0.1405,0.23199999999999998,0.3235,0.2876,0.0294,,,,306.0,73
202763,0.5186,0.0039,0.0595,0.8094,0.0364,0.025,0.0118,475.0,515.0,475.0,2723.0,69
161086,0.1729,0.0317,0.0,0.6179,0.0373,0.0703,0.0596,693.0,678.0,680.0,1879.0,45
155052,0.3347,0.0,0.2857,0.7237,0.0422,0.2014,0.0094,,,,427.0,33
215123,,,,,,,,,,,,4
111513,0.5819,0.0,0.2148,0.4832,0.0671,0.3624,0.0671,,,,149.0,37
235316,0.4682,0.0063,0.0122,0.7203,0.0118,0.1049,0.0534,605.0,600.0,,5091.0,55
244279,0.7803,0.0,0.0,0.5348,0.2674,0.1551,0.0053,,,,187.0,65
172325,0.7201,0.0,1.0,0.4967,0.4252,0.0195,0.0022,,,,461.0,47
217864,0.4957,0.0077,0.0706,0.7601,0.0913,0.0657,0.0215,530.0,525.0,495.0,2693.0,50
146481,0.7691,0.0373,0.0079,0.5819,0.0601,0.1612,0.0555,,,,1514.0,69
10236801,,,,,,,,,,,,82
236948,0.2861,0.0255,0.0558,0.4167,0.0265,0.0767,0.2477,645.0,600.0,590.0,29831.0,33
384412,0.4041,0.0,0.0,0.1579,0.5702,0.0175,0.0263,,,,114.0,99
241836,0.3284,0.0,0.3003,0.0,0.0,0.9990000000000001,0.0,,,,1049.0,65
118684,0.0385,0.0077,0.6562,0.5736,0.0349,0.2951,0.0226,,,,3185.0,46
44125601,,,,,,,,,,,,38
127918,0.5243,0.0151,0.4126,0.5794,0.0473,0.1965,0.0498,520.0,540.0,525.0,4016.0,46
460570,0.6625,0.0,0.1383,0.7766,0.1117,0.0851,0.016,,,,188.0,38
208080,0.8772,0.0,0.0,0.7105,0.2105,0.0526,0.0,,,,38.0,84
220002,0.8618,0.0,0.4253,0.276,0.5701,0.0452,0.0226,,,,221.0,94
199856,0.3089,0.0,0.6198,0.4831,0.2397,0.0972,0.0284,,,,20043.0,54
368780,0.2387,0.0,0.0,0.2438,0.1204,0.2469,0.3148,,,,324.0,57
144281,0.6747,0.0107,0.0827,0.5484,0.1416,0.1335,0.0335,,,,7739.0,97
154129,0.2526,0.0,0.2455,0.8195,0.0338,0.0818,0.0117,,,,770.0,25
458380,0.8667,0.0,0.0,0.2138,0.5409,0.1132,0.0189,,,,159.0,66
457004,0.6275,0.0,0.5,0.1667,0.6667,0.0,0.1667,,,,6.0,137
205966,0.3796,0.0,0.5098,0.9167,0.021,0.0118,0.0013,,,,1524.0,52
155070,0.5636,0.0,0.204,0.74,0.14,0.044000000000000004,0.004,,,,250.0,88
241517,0.2877,0.0,0.1233,0.0,0.0,1.0,0.0,,,,681.0,23
187967,0.4644,0.0,0.0493,0.5144,0.0178,0.3075,0.0342,610.0,620.0,,1460.0,45
447962,0.6885,0.0,0.0,0.5728,0.3932,0.0194,0.0097,,,,206.0,46
121901,0.0172,0.0081,0.6993,0.2024,0.0775,0.6081,0.0595,,,,17482.0,31
216931,0.7394,0.0121,0.05,0.7246,0.0455,0.0691,0.0273,515.0,498.0,495.0,2418.0,62
171599,0.7925,0.0,0.0385,0.7039,0.1633,0.0487,0.0051,530.0,495.0,,986.0,92
186016,0.4835,0.0,0.3393,0.3003,0.1171,0.4835,0.048,,,,333.0,34
157863,0.6993,0.0,0.0647,0.7007,0.1458,0.0307,0.0033,,,,912.0,89
214652,0.6983,0.0,0.1286,0.8025,0.0278,0.0679,0.0556,485.0,470.0,460.0,972.0,65
122685,0.6512,0.0,0.0,0.2291,0.0882,0.5242,0.0486,,,,5553.0,49
427982,0.7297,0.0,0.3646,0.0729,0.3542,0.0417,0.4375,,,,96.0,78
109721,0.4687,0.0,0.0,0.1023,0.4227,0.4045,0.0182,,,,440.0,63
142276,0.4098,0.0173,0.2178,0.6929,0.0116,0.1194,0.0135,,,,8307.0,74
375966,0.8571,0.0,0.35,0.425,0.5,0.025,0.0,,,,40.0,21
159522,0.5534,0.0,0.0,0.7651,0.1611,0.0201,0.0134,,,,149.0,56
150604,0.5621,0.0234,0.0174,0.8421,0.0482,0.0359,0.0103,490.0,475.0,475.0,975.0,76
154527,0.65,0.0102,0.011000000000000001,0.7488,0.0524,0.0386,0.0124,515.0,471.0,512.0,1449.0,68
11917301,,,,,,,,,,,,50
175722,0.6098,0.0,0.0,0.5217,0.4783,0.0,0.0,,,,23.0,38
443641,0.6061,0.0,0.6719,0.2708,0.0052,0.0208,0.0052,,,,192.0,55
204024,0.3566,0.0108,0.0294,0.7482,0.0314,0.0409,0.0216,640.0,600.0,,16597.0,64
219888,0.1918,0.0,0.4169,0.8127,0.0777,0.0534,0.0135,,,,4442.0,36
141015,0.5806,0.0,0.0884,0.6988,0.1285,0.0482,0.0723,,,,249.0,39
155335,0.2317,0.0,0.11599999999999999,0.632,0.053,0.1461,0.0475,488.0,471.0,495.0,1095.0,53
104364,0.7044,0.0,0.0,0.3158,0.0994,0.5029,0.0058,,,,171.0,89
118541,0.5335,0.0,0.0637,0.1996,0.0775,0.3949,0.0488,,,,942.0,90
204635,0.7763,0.0023,0.0196,0.7993,0.0417,0.0096,0.0134,578.0,555.0,549.0,2088.0,53
10236809,,,,,,,,,,,,82
192448,0.3146,0.0009,0.0913,0.4669,0.1207,0.1476,0.0423,540.0,525.0,495.0,3123.0,74
408066,0.6313,0.0,0.1795,0.6667,0.0684,0.1026,0.0342,,,,117.0,81
20627906,,,,,,,,,,,,37
163976,0.5471,0.0,0.0046,0.6889,0.0138,0.0484,0.0415,640.0,670.0,,434.0,99
197142,0.8103,0.0,0.1952,0.524,0.3219,0.0702,0.0137,,,,584.0,85
101587,0.6846,0.0,0.1277,0.4458,0.4134,0.0203,0.002,460.0,480.0,475.0,1974.0,100
19570201,,,,,,,,,,,,30
447874,0.2479,0.0,0.0,0.6302,0.09,0.0,0.0096,,,,311.0,20
459000,0.7120000000000001,0.0,0.2949,0.0128,0.9359,0.0,0.0,,,,78.0,67
146366,0.0,0.0,0.3667,0.9101,0.0395,0.0139,0.0103,,,,1947.0,17
151661,0.741,0.0,0.0,0.7699,0.114,0.0559,0.013999999999999999,,,,930.0,41
12293101,,,,,,,,,,,,34
153782,0.7143,0.0,0.0,0.7059,0.098,0.0784,0.0,,,,51.0,66
219091,0.7359,0.0,0.1472,0.8924,0.0102,0.032,0.0051,475.0,430.0,435.0,781.0,77
414124,0.8166,0.0,0.1662,0.6787,0.0471,0.1717,0.0222,,,,361.0,33
210739,0.6635,0.0,0.2053,0.7304,0.0381,0.1234,0.0244,525.0,535.0,515.0,2333.0,64
479062,0.625,0.0,0.0,0.6923,0.0,0.1538,0.0,,,,13.0,33
45490801,,,,,,,,,,,,40
484701,0.4802,0.0,0.0,0.129,0.2419,0.0484,0.0,,,,186.0,113
13017401,,,,,,,,,,,,39
126207,0.1414,0.0,0.4999,0.5548,0.0214,0.37,0.0119,,,,3603.0,24
441229,0.7273,0.0,0.0,0.4497,0.0943,0.4198,0.0362,,,,636.0,54
457101,0.5365,0.0,0.1506,0.2273,0.1477,0.3153,0.1761,,,,352.0,38
480064,0.7026,0.0,0.5509,0.9757,0.0066,0.0111,0.0022,,,,452.0,114
134079,0.6526,0.002,0.0951,0.7359,0.0534,0.1141,0.023,570.0,565.0,550.0,2567.0,69
206923,0.1795,0.0,0.3007,0.5733,0.0319,0.0708,0.0022,,,,1849.0,24
484367,0.5373,0.0,0.0,0.0888,0.0309,0.7413,0.0734,,,,259.0,40
441052,0.5225,0.0,0.0,0.1368,0.0422,0.4649,0.2118,,,,1067.0,39
153764,0.7516,0.0,0.0,0.5532,0.11699999999999999,0.1596,0.0319,,,,94.0,64
432269,0.6747,0.0,0.0,0.0423,0.0986,0.831,0.0,,,,71.0,32
482617,0.7188,0.0,0.4959,0.595,0.2893,0.0579,0.0083,,,,121.0,110
209490,0.6977,0.0,0.7181,0.7542,0.0051,0.1042,0.036000000000000004,,,,777.0,16
390905,0.529,0.0,0.0,0.7598,0.0882,0.0147,0.0196,,,,204.0,25
111887,0.0318,0.0093,0.6573,0.0284,0.0193,0.7134,0.0842,,,,19568.0,29
241377,0.2255,0.0,0.2666,0.0,0.0,1.0,0.0,,,,1373.0,60
169503,0.6485,0.0,0.0,0.4873,0.4162,0.0508,0.0051,,,,197.0,53
233338,0.2029,0.0,0.1322,0.3691,0.483,0.0184,0.0119,,,,1089.0,41
388043,0.8376,0.0,0.6404,0.0943,0.7939,0.0197,0.0022,,,,456.0,126
219790,0.45,0.0,0.0975,0.8112,0.0622,0.0405,0.0073,554.0,599.0,491.0,964.0,64
195216,0.5152,0.0251,0.0013,0.7927,0.032,0.0448,0.0162,,,,2344.0,68
153746,0.8028,0.0,0.0,0.5116,0.2791,0.0,0.0,,,,43.0,58
211468,0.8062,0.0032,0.3686,0.5841,0.0916,0.1403,0.0301,490.0,495.0,465.0,1397.0,69
136215,0.5458,0.0,0.2787,0.3296,0.1617,0.2988,0.0972,555.0,555.0,,4230.0,59
445708,0.9143,0.0,0.0181,0.3798,0.4307,0.0604,0.009000000000000001,,,,2101.0,81
191287,0.2092,0.0,0.5123,0.3457,0.0947,0.1358,0.2181,,,,486.0,21
466152,0.8244,0.0,0.9353,0.4882,0.3,0.0294,0.0059,,,,170.0,107
228042,0.6455,0.0,0.1068,0.4844,0.0347,0.3724,0.0095,500.0,490.0,470.0,1152.0,71
234030,0.5041,0.0081,0.1134,0.4827,0.1892,0.0879,0.1291,540.0,550.0,535.0,22614.0,68
164076,0.4788,0.0043,0.1129,0.5904,0.1912,0.0715,0.0564,535.0,535.0,535.0,18968.0,44
213163,0.7619,0.0,0.0,1.0,0.0,0.0,0.0,,,,32.0,29
181880,0.7419,0.0,0.0,0.4054,0.0901,0.2838,0.0631,,,,222.0,48
374574,0.8491,0.0,0.4035,0.2222,0.3782,0.1228,0.0156,,,,513.0,45
382416,0.4699,0.0,0.0,0.4625,0.325,0.175,0.0375,,,,80.0,11
227526,0.7507,0.0,0.0809,0.0236,0.8481,0.0712,0.0259,425.0,420.0,400.0,7417.0,97
189422,0.0541,0.0,0.0,0.1738,0.1242,0.1061,0.0835,,,,443.0,38
437769,0.6885,0.0,0.0,0.2346,0.7222,0.0309,0.0062,,,,162.0,82
367051,0.8926,0.0,0.45299999999999996,0.5641,0.2906,0.1453,0.0,,,,117.0,47
367024,0.6927,0.0,0.5349,0.7355,0.0669,0.061,0.0145,,,,688.0,114
404718,0.7805,0.0,0.0,0.7895,0.1053,0.1053,0.0,,,,19.0,36
377652,0.9497,0.0,0.0,0.8902,0.0878,0.0049,0.0,,,,410.0,54
138682,0.6908,0.0,0.5195,0.1864,0.7876,0.0112,0.0032,,,,2849.0,47
235307,0.5309,0.0,0.0,0.7614,0.0,0.0568,0.0341,,,,88.0,47
456861,0.7239,0.0,0.0,0.0115,0.25,0.7328,0.0,,,,348.0,66
107558,0.5131,0.0,0.0074,0.5908,0.0655,0.1086,0.003,480.0,445.0,460.0,672.0,79
441168,0.6809,0.0,0.0,0.6447,0.0132,0.2632,0.0132,,,,76.0,73
230418,0.1597,0.0,0.3348,0.5634,0.0156,0.1387,0.0152,,,,2112.0,20
404383,0.8192,0.0,0.0,0.645,0.2274,0.0441,0.0023,,,,431.0,109
220552,0.7151,0.0,0.0,0.8122,0.1074,0.0279,0.013999999999999999,,,,1145.0,90
149505,0.7437,0.0,0.1677,0.6516,0.0894,0.1207,0.0111,525.0,517.0,,1085.0,65
181640,0.5116,0.0,0.4258,0.7881,0.0553,0.0765,0.0308,,,,6291.0,32
154998,0.1209,0.0,0.2025,0.4088,0.12,0.4223,0.0154,,,,1042.0,30
248305,0.6493,0.0,0.2533,0.4267,0.36,0.12,0.04,,,,75.0,67
45316302,,,,,,,,,,,,103
203544,0.6461,0.0,0.4769,0.8547,0.0496,0.0205,0.0342,,,,585.0,63
482015,0.6057,0.0,0.0,0.1945,0.1136,0.6403,0.0189,,,,581.0,52
212294,0.7727,0.0,0.0,0.8125,0.0625,0.0417,0.0208,,,,48.0,73
123572,0.3929,0.0087,0.0909,0.4624,0.0222,0.3075,0.0497,490.0,490.0,,8572.0,46
208859,0.7705,0.0,0.0,0.8378,0.0,0.0,0.027000000000000003,,,,37.0,54
122791,0.008,0.0076,0.6875,0.2716,0.0296,0.3006,0.2227,,,,7779.0,31
148487,0.6326,0.0,0.1697,0.4483,0.1801,0.2362,0.0539,500.0,525.0,530.0,2710.0,67
241216,0.0,0.0,0.27,0.0,0.0,1.0,0.0,,,,1478.0,29
449463,0.9059,0.0,0.5882,0.4706,0.0294,0.3235,0.0,,,,34.0,48
15116610,,,,,,,,,,,,107
363077,0.4161,0.0,0.5363,0.1508,0.1061,0.6592,0.0279,,,,179.0,53
448309,0.7608,0.0,0.3133,0.253,0.5863,0.0281,0.004,,,,249.0,83
201104,0.4774,0.0051,0.0835,0.7614,0.1304,0.0303,0.0056,524.0,541.0,,3559.0,73
190619,0.0629,0.0,0.2567,0.2865,0.3064,0.2129,0.1354,,,,11702.0,25
147590,0.3793,0.0,0.2987,0.5714,0.1169,0.1169,0.1169,,,,77.0,31
44378406,,,,,,,,,,,,103
218742,0.6498,0.0026,0.1247,0.5495,0.2964,0.0547,0.027000000000000003,475.0,475.0,450.0,5030.0,65
106148,0.1045,0.0,0.6344,0.5539,0.0101,0.161,0.0082,,,,4634.0,38
434061,0.2517,0.0,0.3713,0.5149,0.374,0.0323,0.0203,,,,5168.0,24
228635,,0.0,,,,,,,,,,13
209746,0.3432,0.0034,0.5691,0.5771,0.0486,0.1192,0.0757,,,,26034.0,54
449144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,133.0,28
460118,0.6246,0.0,0.0,0.6023,0.3158,0.0585,0.0,,,,171.0,44
242972,0.5617,0.0,0.3929,0.0,0.0,1.0,0.0,,,,5857.0,68
227304,0.0568,0.0008,0.5875,0.2686,0.049,0.6129,0.0107,,,,4751.0,27
229267,0.3547,0.0188,0.0145,0.5538,0.0408,0.2069,0.0615,630.0,635.0,,2277.0,57
191719,0.2426,0.0,0.2881,0.721,0.1116,0.0668,0.0497,,,,7901.0,33
191515,0.3367,0.1043,0.0005,0.639,0.0402,0.0787,0.0696,695.0,695.0,,1867.0,36
217989,0.4366,0.0,0.2319,0.0544,0.9294,0.006,0.0,,,,496.0,36
204936,0.6364,0.0068,0.0567,0.7813,0.06,0.0239,0.021,550.0,565.0,530.0,2382.0,77
208275,0.1767,0.0,0.4029,0.6381,0.011000000000000001,0.2696,0.0059,,,,1365.0,56
154110,0.26,0.0,0.4523,0.8771,0.0402,0.0243,0.004,,,,2262.0,38
236072,0.0474,0.0,0.5006,0.3946,0.0664,0.0851,0.0986,,,,2727.0,32
160481,0.0823,0.0,0.3963,0.6349,0.2214,0.033,0.0053,,,,1698.0,18
216597,0.4278,0.009000000000000001,0.0573,0.7504,0.0488,0.07400000000000001,0.0705,670.0,650.0,640.0,6862.0,43
204060,0.8506,0.0,0.2857,0.2449,0.6939,0.0204,0.0,,,,49.0,115
127714,0.3244,0.0,0.8716,0.7648,0.0736,0.0866,0.0245,,,,693.0,100
153409,0.7004,0.0,0.6927,0.5251,0.0335,0.0279,0.0,,,,179.0,114
166124,0.5068,0.0572,0.0,0.6991,0.0443,0.0993,0.0517,,,,2689.0,57
130448,0.5467,0.0,0.9128,0.4591,0.149,0.1557,0.0228,403.0,385.0,438.0,745.0,45
198695,0.4294,0.0035,0.0075,0.78,0.0541,0.0483,0.0169,554.0,544.0,542.0,4510.0,68
163912,0.6511,0.0255,0.0241,0.6876,0.0875,0.0875,0.0425,550.0,575.0,,1578.0,53
217615,0.2421,0.0,0.6668,0.5906,0.3218,0.0484,0.011000000000000001,,,,2374.0,39
16947912,,,,,,,,,,,,86
196200,0.7413,0.0126,0.0252,0.6236,0.1113,0.1439,0.0211,,,,3406.0,86
237552,0.4667,0.0,0.0,0.9583,0.0208,0.0,0.0,,,,96.0,45
445647,0.4228,0.0,0.4775,0.5586,0.0631,0.2162,0.018000000000000002,,,,111.0,30
202161,0.9049,0.0,0.0,0.7154,0.1209,0.0176,0.0202,,,,397.0,43
421771,0.6563,0.0,0.0,0.725,0.225,0.05,0.0,,,,40.0,61
197708,0.2397,0.0,0.019,0.9511,0.0,0.0011,0.0,615.0,610.0,600.0,2679.0,50
446084,0.4413,0.0,0.8794,0.617,0.3191,0.0,0.0071,,,,141.0,50
235167,0.5021,0.0,0.07400000000000001,0.6626,0.0496,0.1056,0.0292,500.0,550.0,525.0,3732.0,69
165866,0.6382,0.0051,0.1049,0.6863,0.1068,0.1178,0.0271,500.0,490.0,480.0,4100.0,69
203678,0.2296,0.0,0.5733,0.8683,0.0708,0.0098,0.0043,,,,2346.0,46
219879,0.2132,0.0,0.3022,0.8342,0.0598,0.0516,0.0131,,,,2442.0,37
155104,0.3781,0.0,0.2462,0.3577,0.106,0.4631,0.0219,,,,1462.0,25
203599,0.258,0.0023,0.6722,0.706,0.1854,0.0371,0.0118,,,,4902.0,51
434496,0.4587,0.0,0.075,0.75,0.1375,0.0375,0.0,,,,80.0,50
413972,0.8088,0.0,0.0,0.7455,0.1091,0.0364,0.0364,,,,55.0,27
168591,0.8866,0.0195,0.0219,0.7779,0.0396,0.0495,0.0127,527.0,505.0,524.0,1414.0,79
191649,0.5081,0.0152,0.0511,0.5646,0.0809,0.1374,0.0996,585.0,580.0,,6810.0,59
208488,0.6413,0.0,0.1337,0.6056,0.0596,0.0341,0.0639,495.0,505.0,,1174.0,59
212382,0.7286,0.0,0.3475,0.4407,0.2119,0.1186,0.0169,,,,118.0,71
201751,0.5758,0.0,0.3974,0.2926,0.6245,0.0044,0.0,,,,229.0,137
157386,0.4718,0.0068,0.1286,0.8811,0.039,0.017,0.0047,475.0,475.0,454.0,6647.0,88
44903810,,,,,,,,,,,,103
217493,0.3694,0.0,0.0,0.3217,0.026000000000000002,0.084,0.1956,605.0,605.0,635.0,1999.0,67
105330,0.4842,0.0075,0.18600000000000005,0.5808,0.0333,0.2283,0.0192,,,,26399.0,57
228778,0.3533,0.013999999999999999,0.0668,0.4237,0.0419,0.2268,0.2082,655.0,620.0,625.0,39676.0,47
168430,0.541,0.009000000000000001,0.1779,0.6849,0.0797,0.1077,0.0425,510.0,500.0,490.0,4891.0,51
458283,0.6931,0.0,0.0,0.4022,0.3225,0.1051,0.0833,,,,276.0,50
151467,0.8987,0.0,0.0,0.7365,0.0912,0.0642,0.0135,,,,296.0,43
440332,0.6736,0.0,0.0,0.0,0.0,0.9946,0.0,,,,184.0,47
15116601,,,,,,,,,,,,107
231411,0.3191,0.0,0.0,0.4653,0.4076,0.0809,0.0231,,,,606.0,48
369109,0.8795,0.0,0.4795,0.8904,0.0959,0.0,0.0,,,,73.0,34
215415,0.879,0.0,0.0,0.6875,0.0843,0.0048,0.0091,,,,1875.0,61
24893406,,,,,,,,,,,,69
217819,0.4092,0.022000000000000002,0.0561,0.7903,0.0776,0.0522,0.0212,545.0,550.0,,10033.0,65
404374,0.9024,0.0,0.0,0.8281,0.0729,0.0156,0.0,,,,192.0,109
125231,0.6294,0.0,0.9098,0.4102,0.3444,0.0327,0.0206,,,,7329.0,62
193858,0.8713,0.0,0.0,0.0364,0.2234,0.6857,0.0519,,,,385.0,34
455716,0.8611,0.0,0.2959,0.2341,0.6217,0.0993,0.0075,,,,534.0,85
458256,0.9142,0.0,0.4027,0.1361,0.8014,0.0245,0.0095,,,,735.0,85
445841,0.5676,0.0,0.2923,0.6462,0.2769,0.0615,0.0077,,,,130.0,42
180373,0.5634,0.0,0.26899999999999996,0.8604,0.0228,0.033,0.0152,,,,394.0,39
160320,0.5307,0.0,0.0,0.5416,0.2542,0.1176,0.0182,,,,2415.0,46
420398,0.0586,0.0,0.6791,0.2255,0.0544,0.649,0.0261,,,,12850.0,30
383765,0.5091,0.0,0.4224,0.1983,0.3879,0.1724,0.0431,,,,116.0,61
21287804,,,,,,,,,,,,63
231059,0.7176,0.0084,0.0129,0.8540000000000001,0.0183,0.0397,0.0172,,,,1863.0,68
197285,0.8547,0.0,0.1284,0.0982,0.38299999999999995,0.4509,0.0162,,,,927.0,88
44903804,,,,,,,,,,,,103
456597,0.759,0.0,0.0,0.3958,0.1146,0.4167,0.0104,,,,96.0,69
210076,0.7256,0.0,0.3903,0.6478,0.0381,0.1673,0.0297,,,,1076.0,61
169992,0.321,0.0,0.3279,0.8752,0.0265,0.0214,0.005,,,,793.0,40
121619,0.0068,0.0033,0.8066,0.1875,0.0151,0.5237,0.0781,,,,26204.0,23
181002,0.4953,0.0126,0.0431,0.7033,0.0236,0.0832,0.09300000000000001,590.0,575.0,565.0,4149.0,53
430184,0.6624,0.0,0.8304,0.1164,0.7385,0.0584,0.0089,,,,2482.0,103
199209,0.731,0.0,0.1432,0.3244,0.4378,0.0245,0.0082,460.0,445.0,,2081.0,71
204486,0.7401,0.0,0.0738,0.6466,0.0328,0.025,0.0035,,,,3687.0,61
183141,0.3911,0.0,0.6212,0.7707,0.003,0.0954,0.0216,,,,1666.0,40
117274,0.0228,0.0,0.6879,0.3994,0.1694,0.2823,0.0308,,,,1948.0,38
459107,0.7905,0.0,0.5905,0.08900000000000001,0.8516,0.0208,0.003,,,,337.0,109
198808,0.7948,0.0,0.0131,0.7164,0.0646,0.0424,0.0111,,,,991.0,64
152673,0.6789,0.0513,0.0,0.7206,0.0642,0.0844,0.0131,585.0,540.0,535.0,841.0,67
433013,0.6612,0.0,0.0287,0.3002,0.0375,0.3576,0.2318,,,,453.0,55
198534,0.2377,0.0,0.5709,0.3715,0.3982,0.1134,0.0176,,,,9627.0,50
194310,0.5426,0.0039,0.0871,0.506,0.1072,0.1405,0.0802,525.0,525.0,,8384.0,59
190558,0.1804,0.0033,0.2108,0.4356,0.1505,0.2558,0.1148,,,,12124.0,48
178989,0.4678,0.0,0.0,0.7004,0.0264,0.0441,0.0176,,,,227.0,22
458690,0.6108,0.0,0.0,0.184,0.3374,0.3804,0.0245,,,,163.0,44
450650,0.7041,0.0,0.7567,0.5285,0.1141,0.1559,0.0646,,,,263.0,43
113856,0.0106,0.0002,0.7549,0.0613,0.0463,0.6741,0.0952,,,,31670.0,19
144351,0.7245,0.0051,0.0763,0.5194,0.1254,0.2679,0.0245,510.0,510.0,,1467.0,64
468255,0.3775,0.0,0.0,0.7195,0.0366,0.122,0.0366,,,,82.0,73
161235,0.3554,0.0102,0.3792,0.7621,0.0372,0.0223,0.0084,438.0,450.0,430.0,1076.0,65
221971,0.5516,0.0065,0.258,0.7067,0.2021,0.0257,0.022000000000000002,565.0,595.0,,2182.0,66
150455,0.5101,0.087,0.003,0.504,0.1167,0.0694,0.0573,,,,994.0,108
215239,0.4378,0.0021,0.7165,0.2214,0.47,0.1285,0.0802,,,,17058.0,42
230038,0.1677,0.0457,0.0958,0.8262,0.0053,0.0599,0.0182,635.0,635.0,605.0,30979.0,26
107044,0.5573,0.0147,0.0535,0.8223,0.045,0.0315,0.0064,545.0,555.0,,4377.0,81
140012,0.3317,0.0,0.7705,0.3413,0.3406,0.1343,0.0718,,,,6627.0,40
100706,0.4312,0.0151,0.1746,0.7148,0.1131,0.0411,0.0414,610.0,590.0,,6346.0,63
449898,0.7526,0.0,0.2756,0.3602,0.2303,0.2874,0.0748,,,,508.0,93
129969,0.3728,0.0,0.0,0.5833,0.1923,0.2115,0.0,,,,156.0,44
100751,0.4007,0.0057,0.0819,0.7841,0.1037,0.0437,0.0118,555.0,550.0,540.0,31663.0,62
153366,0.7087,0.0,0.1065,0.6253,0.1004,0.1165,0.0115,460.0,455.0,,1305.0,68
216551,0.7311,0.0,0.0,0.4056,0.4096,0.0683,0.008,429.0,445.0,385.0,249.0,39
157331,0.3537,0.0,0.4439,0.9328,0.0207,0.0173,0.0031,,,,2604.0,60
216436,0.7118,0.0,0.0,0.6993,0.2549,0.0131,0.0,,,,153.0,63
115357,0.7529,0.0,0.0,0.127,0.1429,0.6032,0.0317,,,,63.0,68
161855,0.95,0.0,0.5,0.0,1.0,0.0,0.0,,,,60.0,62
227924,0.0658,0.0068,0.7961,0.2379,0.0672,0.6232,0.0254,,,,15691.0,35
432223,0.392,0.0,0.0,0.1202,0.0962,0.0577,0.0096,,,,208.0,113
210784,0.8723,0.0,0.198,0.4752,0.2673,0.1188,0.0693,,,,101.0,69
398130,0.7927,0.0,0.2465,0.1444,0.0493,0.41200000000000003,0.1021,,,,284.0,190
374972,0.45799999999999996,0.0,0.3531,0.7563,0.1526,0.0592,0.0,,,,439.0,109
215594,0.6823,0.0,0.618,0.7764,0.0528,0.1025,0.0031,450.0,482.0,438.0,322.0,27
180416,0.4214,0.0,0.0732,0.7567,0.0105,0.015,0.0055,570.0,535.0,500.0,1804.0,51
17399301,,,,,,,,,,,,37
207740,0.2229,0.0,0.3378,0.5981,0.0701,0.0343,0.0022,,,,1341.0,43
219806,0.6067,0.0117,0.0217,0.8238,0.0807,0.0257,0.0057,500.0,480.0,,1748.0,77
16947921,,,,,,,,,,,,86
168342,0.26899999999999996,0.0429,0.0,0.5328,0.0749,0.1233,0.1282,715.0,720.0,725.0,2044.0,34
377564,0.4308,0.0038,0.1162,0.4193,0.0724,0.1364,0.1945,490.0,490.0,460.0,4252.0,33
438674,0.7193,0.0,0.2879,0.2576,0.5,0.0,0.2424,,,,66.0,46
483328,0.5896,0.0,0.2977,0.5878,0.0763,0.2061,0.0305,,,,131.0,65
209533,0.7568,0.0,0.12300000000000001,0.7049,0.0164,0.1148,0.0164,,,,122.0,145
196264,0.3299,0.0,0.5885,0.5993,0.1631,0.1268,0.0234,,,,9061.0,63
393977,0.6129,0.0,0.0,0.0,0.0,1.0,0.0,,,,36.0,50
187985,0.3867,0.0291,0.1992,0.3408,0.0248,0.4739,0.0364,540.0,535.0,,19646.0,68
220862,0.5843,0.0138,0.2249,0.4893,0.3744,0.047,0.0316,505.0,525.0,480.0,15962.0,81
483568,0.8211,0.0,0.0,0.76,0.1333,0.0933,0.0133,,,,75.0,44
213303,0.1718,0.0,0.1709,0.7338,0.0824,0.0748,0.0092,430.0,445.0,430.0,1311.0,100
445319,0.3521,0.0,0.0,0.1379,0.0,0.069,0.069,,,,29.0,113
175786,0.3551,0.0041,0.3018,0.3456,0.5905,0.0158,0.0073,,,,10042.0,31
450632,0.4198,0.0,1.0,0.8562,0.0548,0.0205,0.0,,,,146.0,40
202648,0.2008,0.0,0.6746,0.8786,0.0476,0.0186,0.0169,,,,1721.0,64
162371,0.9151,0.0,0.0,0.2551,0.7449,0.0,0.0,,,,443.0,32
474942,0.4507,0.0,0.5542,0.5181,0.2048,0.24100000000000002,0.0,,,,83.0,45
114460,0.6439,0.0,0.2889,0.4333,0.0889,0.3778,0.0444,,,,270.0,29
104443,0.7115,0.0,0.4677,0.4194,0.1129,0.3226,0.0,,,,62.0,71
180276,0.3832,0.0,0.4212,0.8618,0.0065,0.0162,0.0151,,,,926.0,56
